i,j,Lookup,AccountID,Month,AssetClass,Stage Mapper,Stage,Exposure,ECL,PD,LGD
307,22,4,MB22,201712,MRTG,0.4068909975,Stage 1,1490384,31762,0.045,0.47
308,23,4,MB23,201712,MRTG,0.8351658785,Stage 2,1469364,19353,0.204,0.06
309,24,4,MB24,201712,MRTG,0.9655609901,Stage 3,1124862,486878,1.000,0.43
310,25,4,MB25,201712,MRTG,0.8549434993,Stage 2,1440925,246242,0.464,0.37
311,26,4,MB26,201712,MRTG,0.4546578008,Stage 1,1175896,34138,0.130,0.22
312,27,4,MB27,201712,MRTG,0.1563590059,Stage 1,1377729,26660,0.154,0.13
313,28,4,MB28,201712,MRTG,0.4400057124,Stage 1,578041,10432,0.049,0.37
314,29,4,MB29,201712,MRTG,0.8170613568,Stage 2,1379440,129849,0.542,0.17
315,30,4,MB30,201712,MRTG,0.5099898229,Stage 1,986494,4513,0.048,0.10
316,31,4,MB31,201712,MRTG,0.6695674272,Stage 1,509740,11976,0.078,0.30
317,32,4,MB32,201712,MRTG,0.5897059637,Stage 1,507224,7872,0.044,0.35
318,33,4,MB33,201712,MRTG,0.2510453421,Stage 1,1226624,592,0.048,0.01
319,34,4,MB34,201712,MRTG,0.8380946004,Stage 2,674178,15096,0.086,0.26
320,35,4,MB35,201712,MRTG,0.7488515724,Stage 1,846956,53376,0.179,0.35
321,36,4,MB36,201712,MRTG,0.3226481497,Stage 1,1090093,6843,0.096,0.07
322,37,4,MB37,201712,MRTG,0.02378085362,Stage 1,650842,45645,0.151,0.47
323,38,4,MB38,201712,MRTG,0.3924518344,Stage 1,993873,420,0.112,0.00
324,39,4,MB39,201712,MRTG,0.03493495563,Stage 1,829581,636,0.072,0.01
325,40,4,MB40,201712,MRTG,0.4595357214,Stage 1,1326756,72932,0.138,0.40
326,41,4,MB41,201712,MRTG,0.2584921328,Stage 1,845397,42439,0.144,0.35
327,42,4,MB42,201712,MRTG,0.1189491337,Stage 1,1033440,4831,0.181,0.03
328,43,4,MB43,201712,MRTG,0.1446888469,Stage 1,519897,5349,0.039,0.26
329,44,4,MB44,201712,MRTG,0.1984023148,Stage 1,759953,6346,0.198,0.04
330,45,4,MB45,201712,MRTG,0.7158621083,Stage 1,560080,46425,0.186,0.45
331,46,4,MB46,201712,MRTG,0.3281722592,Stage 1,1470383,5640,0.013,0.29
332,47,4,MB47,201712,MRTG,0.0119200552,Stage 1,1415144,5803,0.009,0.45
333,48,4,MB48,201712,MRTG,0.001276009774,Stage 1,987943,14123,0.101,0.14
334,49,4,MB49,201712,MRTG,0.9422127566,Stage 2,624345,58051,0.274,0.34
335,50,4,MB50,201712,MRTG,0.2833409715,Stage 1,1026523,167,0.004,0.04
336,51,4,MB51,201712,MRTG,0.9241892226,Stage 2,846403,83792,0.368,0.27
337,52,4,MB52,201712,MRTG,0.4024375476,Stage 1,886349,8721,0.132,0.07
338,53,4,MB53,201712,MRTG,0.4648054716,Stage 1,875724,5389,0.062,0.10
339,54,4,MB54,201712,MRTG,0.3632964015,Stage 1,877270,23171,0.056,0.47
340,55,4,MB55,201712,MRTG,0.07136399871,Stage 1,1361963,20555,0.082,0.18
341,56,4,MB56,201712,MRTG,0.5903533057,Stage 1,1456260,32033,0.185,0.12
342,57,4,MB57,201712,MRTG,0.8309229299,Stage 2,1009620,266986,0.549,0.48
343,58,4,MB58,201712,MRTG,0.9031090992,Stage 2,538697,43811,0.588,0.14
344,59,4,MB59,201712,MRTG,0.9538382587,Stage 3,1486788,607713,1.000,0.41
345,60,4,MB60,201712,MRTG,0.9991537003,Stage 3,998042,421081,1.000,0.42
346,61,4,MB61,201712,MRTG,0.08524522125,Stage 1,500410,16732,0.125,0.27
347,62,4,MB62,201712,MRTG,0.08929183338,Stage 1,803518,4054,0.048,0.11
348,63,4,MB63,201712,MRTG,0.3118245328,Stage 1,774138,41508,0.134,0.40
349,64,4,MB64,201712,MRTG,0.5605663587,Stage 1,873866,27755,0.187,0.17
350,65,4,MB65,201712,MRTG,0.3591351479,Stage 1,1408846,24052,0.060,0.28
351,66,4,MB66,201712,MRTG,0.09226437424,Stage 1,626122,356,0.050,0.01
352,67,4,MB67,201712,MRTG,0.3318539001,Stage 1,1121064,46990,0.092,0.46
353,68,4,MB68,201712,MRTG,0.713502363,Stage 1,1466627,11781,0.027,0.29
354,69,4,MB69,201712,MRTG,0.6057983332,Stage 1,586976,4179,0.072,0.10
355,70,4,MB70,201712,MRTG,0.9556325383,Stage 3,1467212,619659,1.000,0.42
356,71,4,MB71,201712,MRTG,0.7625937098,Stage 1,906370,3203,0.166,0.02
357,72,4,MB72,201712,MRTG,0.7460335356,Stage 1,1068924,32590,0.095,0.32
358,73,4,MB73,201712,MRTG,0.1568859322,Stage 1,519445,6606,0.032,0.40
359,74,4,MB74,201712,MRTG,0.6300068438,Stage 1,500157,3274,0.178,0.04
360,75,4,MB75,201712,MRTG,0.2293205843,Stage 1,627872,18808,0.104,0.29
361,76,4,MB76,201712,MRTG,0.553286916,Stage 1,1343031,15200,0.056,0.20
362,77,4,MB77,201712,MRTG,0.6989591645,Stage 1,798699,40763,0.105,0.49
363,78,4,MB78,201712,MRTG,0.9385010042,Stage 2,1254072,233281,0.410,0.45
364,79,4,MB79,201712,MRTG,0.4748622149,Stage 1,1365127,57284,0.129,0.33
365,80,4,MB80,201712,MRTG,0.4348223507,Stage 1,681186,44669,0.142,0.46
366,81,4,MB81,201712,MRTG,0.472336496,Stage 1,1021772,65475,0.174,0.37
367,82,4,MB82,201712,MRTG,0.1917141505,Stage 1,722665,56994,0.184,0.43
368,83,4,MB83,201712,MRTG,0.4745482843,Stage 1,574498,29082,0.118,0.43
369,84,4,MB84,201712,MRTG,0.1263479653,Stage 1,1265357,13403,0.147,0.07
370,85,4,MB85,201712,MRTG,0.9801954435,Stage 3,717545,335497,1.000,0.47
371,86,4,MB86,201712,MRTG,0.6319146239,Stage 1,703327,38616,0.143,0.38
372,87,4,MB87,201712,MRTG,0.3736873642,Stage 1,1435369,17125,0.090,0.13
373,88,4,MB88,201712,MRTG,0.8631672213,Stage 2,876512,29226,0.136,0.24
374,89,4,MB89,201712,MRTG,0.262403349,Stage 1,765950,9184,0.028,0.42
375,90,4,MB90,201712,MRTG,0.8793076182,Stage 2,1147476,19107,0.038,0.44
376,91,4,MB91,201712,MRTG,0.9783132073,Stage 3,1209399,306772,1.000,0.25
377,92,4,MB92,201712,MRTG,0.9065402844,Stage 2,535737,5164,0.108,0.09
378,93,4,MB93,201712,MRTG,0.8364022637,Stage 2,654341,41463,0.554,0.11
379,94,4,MB94,201712,MRTG,0.07768276399,Stage 1,601051,25427,0.129,0.33
380,95,4,MB95,201712,MRTG,0.09342037034,Stage 1,849229,11504,0.119,0.11
381,96,4,MB96,201712,MRTG,0.629182077,Stage 1,872970,31858,0.126,0.29
382,97,4,MB97,201712,MRTG,0.7365748482,Stage 1,831347,1414,0.130,0.01
383,98,4,MB98,201712,MRTG,0.492401792,Stage 1,1393154,70414,0.118,0.43
384,99,4,MB99,201712,MRTG,0.3476357595,Stage 1,1398633,3686,0.028,0.09
385,100,4,MB100,201712,MRTG,0.9524074245,Stage 3,713847,282176,1.000,0.40
386,101,4,MB101,201712,MRTG,0.6938703354,Stage 1,1364756,29844,0.185,0.12
387,102,4,MB102,201712,MRTG,0.9006005708,Stage 2,1091156,166756,0.359,0.43
388,103,4,MB103,201712,MRTG,0.2692492089,Stage 1,563048,17751,0.068,0.47
389,104,4,MB104,201712,MRTG,0.6549737679,Stage 1,751178,13517,0.057,0.32
390,105,4,MB105,201712,MRTG,0.3890700165,Stage 1,1087555,160,0.001,0.28
391,106,4,MB106,201712,MRTG,0.2316440006,Stage 1,882242,19117,0.078,0.28
392,107,4,MB107,201712,MRTG,0.2857525923,Stage 1,1197613,18799,0.035,0.44
393,108,4,MB108,201712,MRTG,0.8324603931,Stage 2,1324735,139694,0.279,0.38
394,109,4,MB109,201712,MRTG,0.8859245567,Stage 2,1425023,51889,0.094,0.39
395,110,4,MB110,201712,MRTG,0.5652858358,Stage 1,964166,32852,0.104,0.33
396,111,4,MB111,201712,MRTG,0.007513794363,Stage 1,1359186,24625,0.066,0.28
397,112,4,MB112,201712,MRTG,0.5760624143,Stage 1,1271546,4760,0.102,0.04
398,113,4,MB113,201712,MRTG,0.804495954,Stage 2,1135820,160221,0.349,0.40
399,114,4,MB114,201712,MRTG,0.7756502154,Stage 1,732119,23603,0.164,0.20
400,115,4,MB115,201712,MRTG,0.625938586,Stage 1,999570,25801,0.120,0.22
401,21,5,MB21,201801,MRTG,0.7609666131,Stage 1,528634,32979,0.155,0.40
402,22,5,MB22,201801,MRTG,0.5303892101,Stage 1,1271295,24428,0.198,0.10
403,23,5,MB23,201801,MRTG,0.8210652203,Stage 2,533959,37713,0.491,0.14
404,24,5,MB24,201801,MRTG,0.5074490593,Stage 1,1338998,535,0.007,0.06
405,25,5,MB25,201801,MRTG,0.6870155144,Stage 1,671060,6074,0.038,0.24
406,26,5,MB26,201801,MRTG,0.772159994,Stage 1,759799,436,0.003,0.22
407,27,5,MB27,201801,MRTG,0.9229431716,Stage 2,1032647,56423,0.390,0.14
408,28,5,MB28,201801,MRTG,0.09683537156,Stage 1,1452155,23803,0.169,0.10
409,29,5,MB29,201801,MRTG,0.1981552444,Stage 1,850406,12206,0.030,0.48
410,30,5,MB30,201801,MRTG,0.07703621299,Stage 1,1156536,26554,0.099,0.23
411,31,5,MB31,201801,MRTG,0.6513160664,Stage 1,762599,21944,0.171,0.17
412,32,5,MB32,201801,MRTG,0.05701262396,Stage 1,623405,9173,0.182,0.08
413,33,5,MB33,201801,MRTG,0.822201231,Stage 2,662293,2225,0.049,0.07
414,34,5,MB34,201801,MRTG,0.4941929954,Stage 1,1264569,52180,0.113,0.36
415,35,5,MB35,201801,MRTG,0.2402993,Stage 1,1295745,31780,0.124,0.20
416,36,5,MB36,201801,MRTG,0.1669422232,Stage 1,583561,13518,0.195,0.12
417,37,5,MB37,201801,MRTG,0.4187454731,Stage 1,1316258,683,0.122,0.00
418,38,5,MB38,201801,MRTG,0.4351723166,Stage 1,528862,29179,0.155,0.36
419,39,5,MB39,201801,MRTG,0.2936699208,Stage 1,543448,10855,0.075,0.27
420,40,5,MB40,201801,MRTG,0.8754532533,Stage 2,827437,52450,0.511,0.12
421,41,5,MB41,201801,MRTG,0.8005679639,Stage 2,1107267,106188,0.405,0.24
422,42,5,MB42,201801,MRTG,0.922639647,Stage 2,1332779,57658,0.294,0.15
423,43,5,MB43,201801,MRTG,0.4089106066,Stage 1,1112060,27125,0.070,0.35
424,44,5,MB44,201801,MRTG,0.5659259598,Stage 1,829603,35787,0.170,0.25
425,45,5,MB45,201801,MRTG,0.8027036195,Stage 2,595423,50731,0.406,0.21
426,46,5,MB46,201801,MRTG,0.8415219282,Stage 2,585246,18392,0.081,0.39
427,47,5,MB47,201801,MRTG,0.1474842153,Stage 1,1302685,79831,0.144,0.43
428,48,5,MB48,201801,MRTG,0.5252762002,Stage 1,1125178,24708,0.153,0.14
429,49,5,MB49,201801,MRTG,0.3133558148,Stage 1,1088841,64656,0.146,0.41
430,50,5,MB50,201801,MRTG,0.5106726901,Stage 1,1276865,96527,0.169,0.45
431,51,5,MB51,201801,MRTG,0.2097676542,Stage 1,1299891,9142,0.031,0.23
432,52,5,MB52,201801,MRTG,0.3304059334,Stage 1,903127,73533,0.182,0.45
433,53,5,MB53,201801,MRTG,0.8521356342,Stage 2,994428,64849,0.184,0.35
434,54,5,MB54,201801,MRTG,0.8785614894,Stage 2,1004465,125338,0.381,0.33
435,55,5,MB55,201801,MRTG,0.6349882982,Stage 1,1329412,4396,0.025,0.13
436,56,5,MB56,201801,MRTG,0.8662618184,Stage 2,971505,72480,0.407,0.18
437,57,5,MB57,201801,MRTG,0.3836464485,Stage 1,1352282,7786,0.028,0.21
438,58,5,MB58,201801,MRTG,0.9130866596,Stage 2,816229,13093,0.059,0.27
439,59,5,MB59,201801,MRTG,0.3396700285,Stage 1,1081507,1546,0.040,0.04
440,60,5,MB60,201801,MRTG,0.4718701999,Stage 1,697180,5939,0.091,0.09
441,61,5,MB61,201801,MRTG,0.1882209145,Stage 1,1401620,16704,0.025,0.47
442,62,5,MB62,201801,MRTG,0.3034617333,Stage 1,1113228,268,0.075,0.00
443,63,5,MB63,201801,MRTG,0.3325098646,Stage 1,1494489,49298,0.107,0.31
444,64,5,MB64,201801,MRTG,0.7741935507,Stage 1,797042,26816,0.157,0.21
445,65,5,MB65,201801,MRTG,0.7766577243,Stage 1,1339665,111400,0.197,0.42
446,66,5,MB66,201801,MRTG,0.4212276689,Stage 1,758285,95,0.007,0.02
447,67,5,MB67,201801,MRTG,0.4992705701,Stage 1,1072035,1313,0.065,0.02
448,68,5,MB68,201801,MRTG,0.6143796123,Stage 1,663340,19379,0.186,0.16
449,69,5,MB69,201801,MRTG,0.03209412136,Stage 1,529607,37988,0.180,0.40
450,70,5,MB70,201801,MRTG,0.5977941791,Stage 1,989374,2160,0.053,0.04
451,71,5,MB71,201801,MRTG,0.9381884046,Stage 2,1268255,87453,0.247,0.28
452,72,5,MB72,201801,MRTG,0.09695183251,Stage 1,1242709,5487,0.053,0.08
453,73,5,MB73,201801,MRTG,0.9896889978,Stage 3,1289766,29078,1.000,0.02
454,74,5,MB74,201801,MRTG,0.1675156226,Stage 1,1212277,185,0.001,0.21
455,75,5,MB75,201801,MRTG,0.4445594342,Stage 1,1116062,69646,0.171,0.36
456,76,5,MB76,201801,MRTG,0.1997153435,Stage 1,1356605,17357,0.075,0.17
457,77,5,MB77,201801,MRTG,0.9235808336,Stage 2,1053271,37797,0.140,0.26
458,78,5,MB78,201801,MRTG,0.398157957,Stage 1,1256043,48501,0.112,0.35
459,79,5,MB79,201801,MRTG,0.8925816214,Stage 2,1197300,20704,0.106,0.16
460,80,5,MB80,201801,MRTG,0.5706297708,Stage 1,750306,35459,0.110,0.43
461,81,5,MB81,201801,MRTG,0.7006237283,Stage 1,1126102,61678,0.166,0.33
462,82,5,MB82,201801,MRTG,0.3847149119,Stage 1,1214790,17877,0.167,0.09
463,83,5,MB83,201801,MRTG,0.9431944003,Stage 2,1257109,64673,0.286,0.18
464,84,5,MB84,201801,MRTG,0.1076268994,Stage 1,1088260,11250,0.189,0.05
465,85,5,MB85,201801,MRTG,0.6816934882,Stage 1,1490997,7754,0.018,0.29
466,86,5,MB86,201801,MRTG,0.2178834314,Stage 1,570738,1870,0.067,0.05
467,87,5,MB87,201801,MRTG,0.7185710578,Stage 1,1250436,83267,0.146,0.46
468,88,5,MB88,201801,MRTG,0.6683271614,Stage 1,575515,4559,0.166,0.05
469,89,5,MB89,201801,MRTG,0.8038953886,Stage 2,1105773,44475,0.153,0.26
470,90,5,MB90,201801,MRTG,0.2551097003,Stage 1,895837,7045,0.141,0.06
471,91,5,MB91,201801,MRTG,0.8270835765,Stage 2,1375140,63359,0.214,0.22
472,92,5,MB92,201801,MRTG,0.788836226,Stage 1,878113,39695,0.156,0.29
473,93,5,MB93,201801,MRTG,0.8607937933,Stage 2,926788,16037,0.526,0.03
474,94,5,MB94,201801,MRTG,0.1199685149,Stage 1,1063182,77885,0.151,0.48
475,95,5,MB95,201801,MRTG,0.396973575,Stage 1,694026,5325,0.016,0.49
476,96,5,MB96,201801,MRTG,0.6042789195,Stage 1,539728,10426,0.073,0.26
477,97,5,MB97,201801,MRTG,0.4128230056,Stage 1,1451764,23844,0.086,0.19
478,98,5,MB98,201801,MRTG,0.1347406391,Stage 1,564450,6214,0.099,0.11
479,99,5,MB99,201801,MRTG,0.5826269441,Stage 1,1277248,19496,0.089,0.17
480,100,5,MB100,201801,MRTG,0.2584545311,Stage 1,1147527,5220,0.059,0.08
481,101,5,MB101,201801,MRTG,0.2063280257,Stage 1,920925,40326,0.113,0.39
482,102,5,MB102,201801,MRTG,0.2514043594,Stage 1,1225856,51232,0.108,0.39
483,103,5,MB103,201801,MRTG,0.3442643209,Stage 1,1406825,25143,0.088,0.20
484,104,5,MB104,201801,MRTG,0.9659742854,Stage 3,1087118,89898,1.000,0.08
485,105,5,MB105,201801,MRTG,0.4572225775,Stage 1,1441366,14409,0.123,0.08
486,106,5,MB106,201801,MRTG,0.1878584704,Stage 1,1342670,1263,0.129,0.01
487,107,5,MB107,201801,MRTG,0.1700225934,Stage 1,1276695,4230,0.065,0.05
488,108,5,MB108,201801,MRTG,0.5474678659,Stage 1,844626,1423,0.006,0.29
489,109,5,MB109,201801,MRTG,0.8640411532,Stage 2,1206807,289613,0.594,0.40
490,110,5,MB110,201801,MRTG,0.3990463359,Stage 1,1011164,14791,0.126,0.12
491,111,5,MB111,201801,MRTG,0.8088180162,Stage 2,794496,71356,0.428,0.21
492,112,5,MB112,201801,MRTG,0.6969229486,Stage 1,1463351,39034,0.062,0.43
493,113,5,MB113,201801,MRTG,0.7552006555,Stage 1,673359,8241,0.054,0.22
494,114,5,MB114,201801,MRTG,0.7167514088,Stage 1,1226836,1188,0.032,0.03
495,115,5,MB115,201801,MRTG,0.01304436022,Stage 1,545441,538,0.008,0.12
496,116,5,MB116,201801,MRTG,0.459947913,Stage 1,943114,11998,0.118,0.11
497,117,5,MB117,201801,MRTG,0.3465763958,Stage 1,1021650,11086,0.122,0.09
498,118,5,MB118,201801,MRTG,0.9771867145,Stage 3,1139093,399470,1.000,0.35
499,119,5,MB119,201801,MRTG,0.7520744267,Stage 1,713950,2673,0.011,0.35
500,120,5,MB120,201801,MRTG,0.4027244884,Stage 1,1082345,42928,0.088,0.45
501,26,6,MB26,201802,MRTG,0.6880362851,Stage 1,1486642,73940,0.101,0.49
502,27,6,MB27,201802,MRTG,0.7221022153,Stage 1,705100,4182,0.016,0.38
503,28,6,MB28,201802,MRTG,0.3506968394,Stage 1,775332,8702,0.051,0.22
504,29,6,MB29,201802,MRTG,0.7336440353,Stage 1,506079,14733,0.069,0.42
505,30,6,MB30,201802,MRTG,0.5113660684,Stage 1,1168694,47813,0.188,0.22
506,31,6,MB31,201802,MRTG,0.1069852492,Stage 1,869290,24589,0.086,0.33
507,32,6,MB32,201802,MRTG,0.5310343971,Stage 1,1067667,75526,0.164,0.43
508,33,6,MB33,201802,MRTG,0.2030971026,Stage 1,1397491,51573,0.074,0.50
509,34,6,MB34,201802,MRTG,0.8570574837,Stage 2,752920,32100,0.327,0.13
510,35,6,MB35,201802,MRTG,0.479031341,Stage 1,1310055,72361,0.178,0.31
511,36,6,MB36,201802,MRTG,0.3921540597,Stage 1,933098,10885,0.060,0.20
512,37,6,MB37,201802,MRTG,0.9516129503,Stage 3,756226,41783,1.000,0.06
513,38,6,MB38,201802,MRTG,0.0537203855,Stage 1,1158563,26942,0.078,0.30
514,39,6,MB39,201802,MRTG,0.6979138446,Stage 1,741470,9818,0.044,0.30
515,40,6,MB40,201802,MRTG,0.9484928264,Stage 2,978162,485,0.004,0.13
516,41,6,MB41,201802,MRTG,0.6025222695,Stage 1,843728,42478,0.104,0.48
517,42,6,MB42,201802,MRTG,0.3514188281,Stage 1,516162,17476,0.108,0.31
518,43,6,MB43,201802,MRTG,0.163982342,Stage 1,735384,178,0.001,0.23
519,44,6,MB44,201802,MRTG,0.9663881182,Stage 3,1144318,530472,1.000,0.46
520,45,6,MB45,201802,MRTG,0.8025423142,Stage 2,843903,60094,0.345,0.21
521,46,6,MB46,201802,MRTG,0.2690202285,Stage 1,1027453,51618,0.126,0.40
522,47,6,MB47,201802,MRTG,0.6913718313,Stage 1,1038047,295,0.007,0.04
523,48,6,MB48,201802,MRTG,0.4874145379,Stage 1,702739,40812,0.123,0.47
524,49,6,MB49,201802,MRTG,0.102161306,Stage 1,666891,12230,0.039,0.47
525,50,6,MB50,201802,MRTG,0.5056858906,Stage 1,1201436,48201,0.190,0.21
526,51,6,MB51,201802,MRTG,0.817605789,Stage 2,1395455,19402,0.067,0.21
527,52,6,MB52,201802,MRTG,0.6078940346,Stage 1,991508,43717,0.163,0.27
528,53,6,MB53,201802,MRTG,0.5374242615,Stage 1,1254369,71710,0.128,0.45
529,54,6,MB54,201802,MRTG,0.08791998148,Stage 1,679794,3822,0.028,0.20
530,55,6,MB55,201802,MRTG,0.8766277068,Stage 2,972899,36390,0.126,0.30
531,56,6,MB56,201802,MRTG,0.7958595492,Stage 1,698703,17906,0.158,0.16
532,57,6,MB57,201802,MRTG,0.5257000433,Stage 1,706732,24601,0.074,0.47
533,58,6,MB58,201802,MRTG,0.2761332972,Stage 1,1365796,5014,0.165,0.02
534,59,6,MB59,201802,MRTG,0.1787980291,Stage 1,556736,16880,0.095,0.32
535,60,6,MB60,201802,MRTG,0.2699169978,Stage 1,761495,34365,0.137,0.33
536,61,6,MB61,201802,MRTG,0.7202353542,Stage 1,1045668,42028,0.120,0.33
537,62,6,MB62,201802,MRTG,0.6384671885,Stage 1,853037,42589,0.192,0.26
538,63,6,MB63,201802,MRTG,0.939243816,Stage 2,860180,172050,0.577,0.35
539,64,6,MB64,201802,MRTG,0.738864015,Stage 1,1499178,46878,0.082,0.38
540,65,6,MB65,201802,MRTG,0.2817781265,Stage 1,1450021,852,0.019,0.03
541,66,6,MB66,201802,MRTG,0.614662199,Stage 1,1213895,4315,0.192,0.02
542,67,6,MB67,201802,MRTG,0.1750510154,Stage 1,1419975,1838,0.104,0.01
543,68,6,MB68,201802,MRTG,0.1065883768,Stage 1,1427215,5128,0.018,0.20
544,69,6,MB69,201802,MRTG,0.6202793076,Stage 1,1358561,42989,0.109,0.29
545,70,6,MB70,201802,MRTG,0.8390446247,Stage 2,1052235,50474,0.358,0.13
546,71,6,MB71,201802,MRTG,0.6521403275,Stage 1,767074,6551,0.037,0.23
547,72,6,MB72,201802,MRTG,0.5836827169,Stage 1,1309682,5779,0.055,0.08
548,73,6,MB73,201802,MRTG,0.03565894307,Stage 1,920134,45068,0.135,0.36
549,74,6,MB74,201802,MRTG,0.4692438342,Stage 1,1350950,45956,0.132,0.26
550,75,6,MB75,201802,MRTG,0.1042692266,Stage 1,782011,2476,0.015,0.21
551,76,6,MB76,201802,MRTG,0.01537651199,Stage 1,1399115,48787,0.108,0.32
552,77,6,MB77,201802,MRTG,0.8438482241,Stage 2,889874,6553,0.241,0.03
553,78,6,MB78,201802,MRTG,0.77604169,Stage 1,1052068,1598,0.087,0.02
554,79,6,MB79,201802,MRTG,0.3694544357,Stage 1,1404410,2376,0.026,0.06
555,80,6,MB80,201802,MRTG,0.1347999445,Stage 1,1485637,55906,0.184,0.20
556,81,6,MB81,201802,MRTG,0.5127966207,Stage 1,1219537,27070,0.074,0.30
557,82,6,MB82,201802,MRTG,0.2897950686,Stage 1,1495731,363,0.001,0.29
558,83,6,MB83,201802,MRTG,0.7932103912,Stage 1,1156159,10233,0.173,0.05
559,84,6,MB84,201802,MRTG,0.8812590085,Stage 2,1331296,6534,0.014,0.36
560,85,6,MB85,201802,MRTG,0.0528592166,Stage 1,1270712,93834,0.162,0.46
561,86,6,MB86,201802,MRTG,0.8701608005,Stage 2,813961,79250,0.281,0.35
562,87,6,MB87,201802,MRTG,0.233351391,Stage 1,1259026,11677,0.029,0.32
563,88,6,MB88,201802,MRTG,0.8851144426,Stage 2,1300946,7361,0.443,0.01
564,89,6,MB89,201802,MRTG,0.406956091,Stage 1,791563,3636,0.043,0.11
565,90,6,MB90,201802,MRTG,0.1683923291,Stage 1,1126231,20200,0.073,0.24
566,91,6,MB91,201802,MRTG,0.2677057937,Stage 1,1480046,29488,0.085,0.23
567,92,6,MB92,201802,MRTG,0.7140220338,Stage 1,517565,39095,0.169,0.45
568,93,6,MB93,201802,MRTG,0.8681222029,Stage 2,540910,6954,0.405,0.03
569,94,6,MB94,201802,MRTG,0.08526542554,Stage 1,915967,32263,0.120,0.29
570,95,6,MB95,201802,MRTG,0.7539432809,Stage 1,1221813,11557,0.052,0.18
571,96,6,MB96,201802,MRTG,0.4997049617,Stage 1,667798,33078,0.181,0.27
572,97,6,MB97,201802,MRTG,0.6155427562,Stage 1,717900,21649,0.125,0.24
573,98,6,MB98,201802,MRTG,0.992730261,Stage 3,1280674,516358,1.000,0.40
574,99,6,MB99,201802,MRTG,0.7198166748,Stage 1,789822,9312,0.076,0.15
575,100,6,MB100,201802,MRTG,0.1200937368,Stage 1,662547,33549,0.175,0.29
576,101,6,MB101,201802,MRTG,0.3048954348,Stage 1,1161153,25271,0.067,0.32
577,102,6,MB102,201802,MRTG,0.6836758238,Stage 1,843056,37628,0.150,0.30
578,103,6,MB103,201802,MRTG,0.6724721414,Stage 1,1215322,25205,0.195,0.11
579,104,6,MB104,201802,MRTG,0.1985828255,Stage 1,717877,18131,0.120,0.21
580,105,6,MB105,201802,MRTG,0.2747978978,Stage 1,618192,21308,0.148,0.23
581,106,6,MB106,201802,MRTG,0.2417312161,Stage 1,986499,24531,0.069,0.36
582,107,6,MB107,201802,MRTG,0.8070829589,Stage 2,1489652,1615,0.048,0.02
583,108,6,MB108,201802,MRTG,0.8003173566,Stage 2,1063011,137104,0.271,0.48
584,109,6,MB109,201802,MRTG,0.3383847738,Stage 1,1254157,4397,0.008,0.46
585,110,6,MB110,201802,MRTG,0.2818188235,Stage 1,735481,41746,0.168,0.34
586,111,6,MB111,201802,MRTG,0.2679132993,Stage 1,574855,8052,0.029,0.48
587,112,6,MB112,201802,MRTG,0.8548372844,Stage 2,1405104,130682,0.411,0.23
588,113,6,MB113,201802,MRTG,0.3175159096,Stage 1,968151,3798,0.052,0.08
589,114,6,MB114,201802,MRTG,0.3022117306,Stage 1,1040012,11946,0.081,0.14
590,115,6,MB115,201802,MRTG,0.5690204842,Stage 1,1095375,3905,0.010,0.37
591,116,6,MB116,201802,MRTG,0.01507053521,Stage 1,1484573,9666,0.047,0.14
592,117,6,MB117,201802,MRTG,0.4468430293,Stage 1,1016320,35747,0.078,0.45
593,118,6,MB118,201802,MRTG,0.21013787,Stage 1,1442856,50906,0.103,0.34
594,119,6,MB119,201802,MRTG,0.5171555027,Stage 1,1186938,60489,0.197,0.26
595,120,6,MB120,201802,MRTG,0.8745804045,Stage 2,540082,1987,0.083,0.04
596,121,6,MB121,201802,MRTG,0.5259398436,Stage 1,902595,195,0.002,0.09
597,122,6,MB122,201802,MRTG,0.4355126305,Stage 1,1109323,2365,0.016,0.14
598,123,6,MB123,201802,MRTG,0.496023022,Stage 1,581269,38438,0.144,0.46
599,124,6,MB124,201802,MRTG,0.2081371851,Stage 1,1268932,16987,0.096,0.14
600,125,6,MB125,201802,MRTG,0.2299258131,Stage 1,1491255,6971,0.013,0.35
601,31,7,MB31,201803,MRTG,0.4311694246,Stage 1,981627,14115,0.071,0.20
602,32,7,MB32,201803,MRTG,0.7689139559,Stage 1,639084,10955,0.145,0.12
603,33,7,MB33,201803,MRTG,0.1750973432,Stage 1,916408,2457,0.075,0.04
604,34,7,MB34,201803,MRTG,0.3024915681,Stage 1,819830,30525,0.106,0.35
605,35,7,MB35,201803,MRTG,0.7729985874,Stage 1,1383255,4255,0.007,0.46
606,36,7,MB36,201803,MRTG,0.5358252529,Stage 1,708801,5342,0.044,0.17
607,37,7,MB37,201803,MRTG,0.2307379853,Stage 1,1456784,16138,0.075,0.15
608,38,7,MB38,201803,MRTG,0.4499598156,Stage 1,1146599,45799,0.080,0.50
609,39,7,MB39,201803,MRTG,0.5196923348,Stage 1,743579,11152,0.030,0.49
610,40,7,MB40,201803,MRTG,0.8415324522,Stage 2,884766,115510,0.294,0.44
611,41,7,MB41,201803,MRTG,0.8276086179,Stage 2,1438988,23083,0.127,0.13
612,42,7,MB42,201803,MRTG,0.6309923032,Stage 1,1353747,95087,0.183,0.38
613,43,7,MB43,201803,MRTG,0.9693336943,Stage 3,1238858,462977,1.000,0.37
